text,ix,sentence,проведение выборов,качество управления,качество здравоохранения,строительство атомной электростанции,развитие промышленности,развитие сельского хозяйства,состояние жилья,качество и стоимость услуг ЖКХ,состояние дорожной сети,газификация
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,130," На трассах СМП сейчас работает 7 атомных ледоколов и 3 неатомных ледокола, привлеченных от Минтранса, и ещё 5 атомных ледоколов строится, включая самый мощный за всю историю человечества атомный ледокол ""Россия"" типа ""Лидер"".",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,133," Готовимся также к закладке следующего серийного атомного ледокола ""Сталинград"".",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,136," В него входит формирование грузовой базы, расширение портовых мощностей, строительство атомных и неатомных ледоколов и грузовых судов высокого арктического класса, создание инфраструктуры, обеспечивающей управление и безопасность судоходства.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,145," Конструируем и изготавливаем оборудование не только для себя, но и для других отраслей промышленности.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,147,"Во-первых, полностью обеспечиваем потребности атомной промышленности Российской Федерации с учётом выполнения плотного графика по строительству АЭС как в России, так и за рубежом.",0,0,0,1,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,148, В 2023 году был поставлен абсолютный мировой рекорд производства оборудования для атомного заказа пять реакторных установок и восемнадцать парогенераторов.,0,0,0,1,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,150,"Во-вторых, ведём работу для обеспечения технологического суверенитета других отраслей промышленности, в том числе, нефтегазовой, тепловой энергетики, судостроения, создаём оборудование для СПГ-проектов, участвуем в разработке отечественной технологии крупнотоннажного сжижения природного газа, обеспечиваем металлургическими заготовками заказчиков из самых разных отраслей промышленности.",0,0,0,0,1,0,0,0,0,1
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,156," Действуя на основе подписанного в январе 2023 года соглашения с правительством о развитии технологий, новых материалов и веществ, мы выделяем, как важнейшим, одно из четырёх направлений производство композиционных материалов.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,166,"Во-первых, внедряем внутри отрасли информационные разработки как собственного производства, так и других отечественных производителей.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,179, Создаём интеграционную платформу для ускорения промышленного развития и сокращения сроков выпуска изделий.,0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,182," Он создан в рамках ""дорожной карты"" правительства, которую координирует ""Росатом"".",0,0,0,0,0,0,0,0,1,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,183," И уже в феврале этого года на следующем форуме представили пять квантовых компьютеров на различных технологических платформах, в том числе 25кубитный компьютер на атомах, вычислители на фотонах, на сверхпроводниках.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,185," И разрабатываем не только вычислители, но и квантовые алгоритмы для применения в промышленности, экономике, в социальной сфере, от управления процессами в нефти, газе, в атомных компетенциях, до медицины, финансов и транспорта.",0,0,1,1,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,189," В Калининграде, в Москве ведём строительство заводов литий-ионных ячеек для накопителей электроэнергии.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,191," Калининградская фабрика заработает в 2025 году, московское предприятие в 2026-м.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,192," Рассчитываем, что оба завода будут ежегодно производить не менее 100 тысяч тяговых батарей.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,207," Приступили к объектам на новых территориях, в новых регионах это полигон промышленных отходов в Луганской Народной Республике и Г орловка, химический завод Г орловский в Донецкой Народной Республике.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,212,"Технологическую повестку завершу направлением, имеющим большое гуманитарное значение это ядерная медицина.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,213," ""Росатом"" производит свыше 70 процентов наименований в мировой линейке медицинских изотопов, полностью обеспечиваем потребности российского рынка в изотопах, экспортируем изотопную продукцию в более чем 50 стран.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,214," Сегодня делаем 11 видов радиофармпрепаратов для диагностики и терапии, строим в Обнинске крупнейший в Европе завод по производству РФП.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,217,"Медицинское оборудование ""Росатома"" используется в российских больницах, видим государственный запрос на расширение поставок, кардинальное расширение.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,218," Ведем совместную работу с Минздравом, Академией наук, другими партнерами по созданию серийного производства магнитно-резонансных томографов и других, другого высокотехнологичного медоборудования.",0,0,1,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,220,"Строим объекты медицинской инфраструктуры, наши центры возводятся в Иркутске, в Уфе, в Липецке, в прошлом году введен в эксплуатацию наш первый объект корпус ядерной медицины в центре имени Димы Рогачева.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,224, Принцип человекоцентричности закладываем в отраслевую социальную политику и развитие атомных городов.,0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,235,"В этом году продолжим работу, непрерывную работу по индексации заработных плат, конечно же, увязывая её, в том числе, и с ростом эффективности, и производительности труда отдельных предприятий.",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,237,"В целом мы реализуем девять социальных программ, направленных на поддержку здоровья, спорта, решение жилищных вопросов, прежде всего, для молодёжи.",0,0,0,0,0,0,1,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,242,"В зоне нашей особой ответственности 31 атомный город, включая, конечно, Энергодар.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,243," В них проживает почти 2 с половиной миллиона человек, ведём там работу сразу по нескольким направлениям: образование, медицина, культура, спорт.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,245,"В развитие медицины сотрудничаем с ФМБА, реконструируем поликлиники, стационары, открываем центры промышленной медицины.",0,0,1,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,249,"Мы обязательно будем и дальше вкладываться в развитие атомных городов, но есть вопросы, которые госкорпорация не сможет решить без системной государственной поддержки.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,250," Мы говорили об этом на заседаниях фракций это, конечно же, реконструкция городской инфраструктуры, прежде всего, систем ЖКХ.",0,0,0,0,0,0,0,1,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,270," Мы открываем школы ""Росатома"", атомные инженерные классы.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,278, Это наш вклад в развитие атомных знаний.,0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,285," Примером таким может служить и Академия ""Маяк"", академия подготовки кадров, открытая два года назад в Нижнем Новгороде, и павильон ""Атом"" в Москве, который распахнул свои двери 4 ноября прошлого года.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,299,"Какие перспективы сегодня с открытием и завода в Обнинске, который есть и по части замещения вообще всех радиофармпрепаратов, которые существуют и экспорта, как такового?",0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,300," Также, как я знаю, вы занимаетесь еще медицинским оборудованием в части там отечественных вариантов ПЭТ-КТ, я знаю, что разработки соответствующие с .",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,306," У нас исторически где-то 30 процентов всего глобального рынка изотопов и до 70 процентов номенклатуры медицинских изотопов тоже в портфеле ""Росатома"".",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,313," Мы работаем активно с Минздравом, с ведущими клиниками, с клиниками наших онкологов ведущих и в формате радиофармаптек, расположенных непосредственно в лечебных центрах, мы полностью удовлетворяем спрос российской медицины.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,315,"Но до целевого состояния мы еще далеки, поэтому полтора года назад было принято решение о создании самого мощного и самого современного в Европе завода по строительству радиофармпрепаратов в Обнинске в НИФХИ имени Карпова, что хорошо, практически в шаговой доступности находится клиника Андрея Дмитриевича Каприна, с которой мы, собственно, и отрабатываем технологии.",0,0,1,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,317,"И просто не могу не похвастаться последним изобретением наших медиков ""Гепатореном"", уникальным препаратом, меченным рением, который позволяет остановить опухоли печени даже у самых пожилых пациентов.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,320," И можно сказать, что с точки зрения инноваций мы один из самых передовых поставщиков медицинских изотопов.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,322,"По продукции, связанной с медицинской техникой, это ""Брахиум"", это ""Оникс"", это лечение онкологических заболеваний, аппаратура такая уже поставляется непосредственно в наши клиники.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,324,"Ну и, конечно же, мы понимаем, что и радиофармпрепараты, и оборудование ничто без медицинской инфраструктуры, поэтому мы взялись еще за одно новое направление, это строительство центров ядерной медицины, ежегодно будем вводить по одному центру, Уфа, Липецк, Казань.",0,0,1,0,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,330," Лучшим бы решением была бы установка плавучих атомных электростанций на нашей территории, малозатратных.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,335,В чём сила плавучей атомной электростанции?,0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,344,"Поэтому эту схему не то, что мы придумали, она работает, скажем, турки её активно используют для тепловых электростанций, у них есть такой достаточно большой флот, а вот применить это в атомных технологиях, наши идеи, пока единственная в мире ""плавучка"" это наша.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,353," Ну плавучая атомная электростанция это, условно говоря, судно в любом случае, пусть оно несамоходное, пусть оно чуть с меньшими, чем в арктических условиях, требованиями изготовляется, но это нагрузка на судостроение, это пока единственный сдерживающий фактор, который нас останавливает.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,356,В 2017 году распоряжением правительства утвержден план строительства атомной электростанции в Навашинском муниципальном округе Нижегородской области в 2031 году.,0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,359,"Предполагается ли всё же строительство атомной электростанции в Нижегородском регионе, если да, когда может начаться строительство?",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,361,"Во-вторых, конечно, было бы для нас огромной честью построить атомную станцию в Нижегородской области, к сожалению, события конца 80-х годов не дали нам построить нижегородскую теплоатомную станцию, станцию теплоснабжения, сейчас там ликеро-водочный завод в ее помещениях.",0,0,0,1,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,364,"Но проведены изыскания, разработан обликовый проект, и в Навашинском районе мы готовы приступить к строительству атомной электростанции.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,365," Как будут приняты эти решения на уровне Министерства энергетики, ну и генсхемы застройки, соответственно, атомными станциями, ну то есть реализация генсхемы до 2045 года.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,369,"Поэтому просто завершил бы тему обсуждения на том, что для нас Нижегородская область является приоритетной для размещения атомных объектов.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,373,"Поэтому, конечно же, и с саровчанами вместе, и с нижегородцами мы этот проект реализуем эффективно, лишь бы было принято государственное решение о включении этой атомной электростанции в генсхему Российской Федерации.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,376," Я знаю, что говорю, потому что ещё в 1980-е годы я руководил атомным городом и больше десяти раз встречался со Славским Ефимом Павловичем, министром Минсредмаша, у меня в кабинете, на строящихся объектах и у него на Ордынке.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,385,Тогда в этой программе было заложено строительство трех энергоблоков в год.,0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,388,"Сергей Владиленович ответил, что в советское время строили по два энергоблока в год, мы не хуже, теперь можем строить три.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,396,"А на ближайшие годы, если сравнивать с Францией, то они собираются в три, в сорок три раза больше вложить денег в атомную энергетику в ближайшие годы.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,400,"42 блока это огромная работа, тем более новейшие реакторы на быстрых нейтронах.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,407," Под эти удары уже попали электростанции, использующие уголь, нефть, газ.",0,0,0,0,0,0,0,0,0,1
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,409,"Атомная энергетика признана зеленой в таксономиях России, Китая, ЕС, ЕАЭС, и поэтому первое наши, так сказать, партнеры не нашли такого метода, чтобы устроить геноцид нашей атомной энергетики, иначе они ударят по своим, по той же Франции, которая имеет 56 энергоблоков, в полтора раза больше, чем у нас и собирается в ближайшее время еще шесть ввести.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,412," Надо сказать спасибо советскому периоду, так как почти три четверти энергоблоков были введены в строй еще в советское время, то есть более 30 лет назад.",0,0,0,1,0,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,421, Прибыль здесь гораздо больше и государство не получает необходимых налогов и промышленные предприятия социальной сферы не могут получить энергоресурсы.,0,0,0,0,1,0,0,0,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,435,"По Байкалу уже десять раз сорваны сроки поручения президента по отходам и накопленным коммунальным, истины ради надо сказать, что большая часть, абсолютная часть сроков была сорвана, к сожалению, до вас.",0,0,0,0,0,0,1,1,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,437," В каждой карте свой состав смеси, особенно учитывая, что это активная сейсмическая зона и нет непрерывного мониторинга состояния воды возле этих отвалов, тоже думаю, Алексей Евгеньевич, нельзя с этим соглашаться, какие бы теории для того, чтобы сэкономить деньги, ни озвучивались, отвечать будет тот, кто это будет делать.",0,0,0,0,0,0,0,1,0,0
Депутаты КПРФ в Госдуме приняли участие в правительственном часе с участием руководителя «Росатома» А.Е. Лихачева.txt,442,"И наоборот, если развить по-настоящему атомную энергетику в Сибири и на Дальнем Востоке, то это будет крайне необходимая основа для паритетных взаимоотношений со странами Востока.",0,0,0,1,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,1,В ходе избирательной кампании на нашего кандидата вылиты потоки лживой информации.,1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,5," Народ доверяет нашему кандидату, народ верит в него и нашу общую программу.",1,1,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,7,Многие граждане будут решать в последний момент: идти ли на выборы и кого поддержать.,1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,10,"Если каждый из вас лично сумеет убедить и гарантированно привести на участки за нашего кандидата 10, 15, 20 человек, – то в масштабах всей страны это станет огромным вкладом.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,18," Убеждайте и приводите на участки тех, кто пока не решил, за кого голосовать или не собирается на выборы.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,24," Объясняйте гражданам: чем больше новых людей поддержит нашего кандидата, – тем меньше будет доля голосов чиновников и тех, кто голосует по указке, под давлением, из страха.",1,1,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,26,"Рассказывайте гражданам, что наш кандидат идет от широкого блока разных организаций и движений.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,27," А другие кандидаты, представляющие то якобы каких-то других коммунистов, то якобы патриотов, то вроде как демократов – это только попытка изобразить конкуренцию и ослабить нашего кандидата.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,30,"Обращайте внимание людей на то, что наш кандидат единственный, кто сегодня способен создать конкуренцию власти.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,32," Цель тех, кто манипулирует выборами: раздробить народ.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,36,"Наша задача: объединить всех, желающих перемен к лучшему, вокруг нашего кандидата.",1,0,0,0,0,0,0,0,0,0
Другого шанса долго не будет!. Призыв предвыборного Штаба кандидата в Президенты России П.Н. Грудинина.txt,38," В интересах народа: солидарность и сплочение вокруг такого кандидата, его команды и программы.",1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,1,"Мы, кандидаты на должность президента Российской Федерации, выражаем своё несогласие с нарушением принципа свободных выборов в ходе президентской кампании 2012 года.",1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,3,Конституция Российской Федерации в статье 3 определила свободные выборы как высшее непосредственное выражение власти народа.,1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,4, Названный принцип должен действовать на всех стадиях выборов с учётом в том числе и международных обязательств России.,1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,6,"Например, принцип свободных выборов установлен в статье 3 Протокола № 1 от 20 марта 1952 г.",1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,9," Кроме того, Европейский суд по правам человека, толкуя в своих решениях положения статьи 3 Протокола № 1 о свободных выборах, подчёркивает, что свободные выборы возможны только в условиях беспристрастности со стороны государства и его органов.",1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,10, А такая беспристрастность в первую очередь касается использования средств массовой информации и пресечения государством любых нарушений в ходе выборов.,1,0,0,0,0,0,0,0,0,0
Заявление кандидатов на должность президента Российской Федерации Г.А.Зюганова и В.В.Жириновского. «Выражаем своё несогласие с нарушением принципа свободных выборов!.txt,12,В нынешней избирательной кампании не обеспечено равное по времени освещение предвыборной деятельности кандидатов в президенты.,1,0,0,0,0,0,0,1,0,0
